CAST_MEMBER,TITLE_COUNT,AVG_RATING
Bamby,1,0
Michelle Do,1,0
Takanori Nishikawa,1,0
Riko Fukumoto,4,1.7
Robert James-Collier,3,3.766666667
Fernando Paez,1,0
Megan Haly,1,0
Jannik Schümann,3,7.466666667
Greg Cipes,11,6.710272727
Jinger Wang,2,7.45
Tian Xiwei,8,6.1125
Timmy Xu,8,6.6125
Hiroshi Kamiya,45,7.231755556
Kyle Mccarley,1,0
Martín Karpan,1,7.9
Timothy Webber,2,6.8
Niu Li,7,3
Roshon Fegan,2,6.65
Zhang Dianlun,1,0
Sulaf Fawakherji,3,0.6666666667
Wafa Tarabey,1,0
Sunny,2,4
Miriam Giovanelli,3,5.6
Iano Salomão,2,8.35
Cai Peixuan,1,0
Kentaro Kumagai,6,7.979
Sandra Drzymalska,3,6.529
Yuta Koseki,3,6.566666667
Kohei Takeda,1,7
Mike Wolfe,2,7.35
Fairouz Ai,26,6.987961538
Aisha Hinds,2,7.15
Song Fangyuan,2,8.3
Anneke Van Hooff,1,3
Kent Ito,4,6.35
Rosmeri Marval,2,4.8
Yi Daqian,5,6.8
Ma Shihong,2,4
Maria Solomou,1,3.5
Elena Asimakopoulou,1,3.5
Minglin Han,1,6
Liang Danni,3,5.416666667
Song Jia,18,7.365166667
Fu Jing,4,3.75
Puttichai Kasetsin,4,8.075
Geert Vanpoort,1,0
Ju Sung-Chul,1,8.4
Esmeralda Pimentel,7,7.4
Kim Heung-Soo,2,5.75
Go Joon-Hee,6,6.446833333
Wang Ruichang,6,6.883333333
Lu Yi,20,3.46335
Suchitra Pillai,1,4
Shizuka Itoh,23,7.406304348
Cezar Grumăzescu,1,6.7
Oh Seung-Ah,5,5.22
Morning Chang,10,2.9
Ejay Falcon,8,2.791625
Lovi Poe,11,1.9
Bárbara De Regil,6,6.016666667
Sorcha Groundsell,1,5
Hans Zhang,16,6.7375
Azita Ghanizada,1,6.8
Max Collins,12,2.083333333
Aya Suzaki,17,7.090823529
Mariana Ximenes,7,6.62
Pippa Bennett-Warner,1,6.7
Zhang Lu,2,5
Shaynam Ladakhi,1,6
Nathalie Gaus,1,0
Chrissy Teigen,2,6
Oliver Nelson,2,7.85
Dominic Gould,2,6.6845
Shintaro Asanuma,24,7.237125
Jessica Camacho,2,7
Wang Herun,8,5.4275
Ghaith,1,5.8
Kim Kyung-Nam,8,6.8505
Cheng Yi,8,6.71225
Xue Jianing,5,5.2
Soma Saito,36,6.977777778
Michèle Moretti,2,2.9195
Anthony Ruivivar,3,6.933333333
Kris Shen,4,3.075
Lu  Gengyi,2,4.65
Bebe Du Yan,1,7.4
John Ducey,1,6.208
Ian Araos,1,2
Inga Schlingmann,2,6.45
Nobuyuki Hiyama,7,4.742857143
Chad Franke,1,8.8
Jirayu Tangsrisuk,3,8.566666667
Himari Hazuki,1,0
Mekai Curtis,2,7.837
Raweewit Jiraphongkanon,1,0
Asuka Nishi,5,7.09
Dmitriy Mazurov,1,5
Daria Shcherbakova,2,6.25
Tang Xiaoxi,6,7.95
Pablo Macaya,3,6.333333333
Vikas Sethi,1,5
Virgilio Delgado,1,8.685
Ondřej Daniš,1,3
Shakti Anand,2,1
Soko Wada,2,6.6275
Alexandra De La Mora,3,3.156666667
Li Jialin,1,0
Kean Cipriano,2,0
Artem Poznyak,1,0
Gao Shuguang,6,2.666666667
Ahn Jae-Mo,4,3.95
Karine Lagueux,1,7
Zhang Linghe,8,6.9875
Hattie Kragten,2,4.55
Xu Yanghao,3,4.4
Qin Liu,1,8
Zhao Jun,7,1.185714286
Lauren Young,6,4.583333333
Zhao Qian,1,0
Amir Salah Al Din,1,5
Kim Si-Hoo,1,4
Hiromi Igarashi,8,6.74475
Shanel Bailey,1,6.8
Moo Jin-Sung,1,7.159
Cai Yi Jia,1,1
Pete Sepenuk,1,5.6
Liv Lisa Fries,3,7.033333333
Daniil Vorobyov,5,5.88
Maïa Mazaurette,1,6.2
Kenny Wong Tak-Ban,12,3.866666667
Kevin Chu,1,9
Nao Tamura,3,7.533333333
Ada Choi Siu-Fan,7,3.5
Elham Korda,1,4.1
Madeleine Humphries,3,0
Dindin,2,3.1
Ina Tsai,2,3.4
Soumya Seth,2,2.25
Calum Worthy,6,7.268666667
Martin Henderson,5,6.9
Lauren Hammersley,2,7.7
Yang Zhigang,5,3.22
Jin Ki-Joo,9,7.134
Tareq Taylor,1,0
Guo Guangping,2,0
Jeri Ryan,4,6.62275
Vadim Bochanov,4,5.275
Duane Ollinger,1,6.9
Harry Lloyd,7,6.910857143
Henrik William Høyskel,1,0
Kanon Takao,8,7.041
Gabriel Goity,2,5.0265
Gastón Cocchiarale,2,7.4265
Wang Qianyue,2,6.15
Ann Akinjirin,2,6.397
Gao Yang,7,3.714285714
Yuki Matsuoka,6,6.429142857
Rika Nagae,2,7.4675
Karel Heřmánek,1,7
Dan Patrick,1,7.7
Anna-Maria Papaharalambous,1,8
Toa Yukinari,9,7.588888889
Sora Ma,1,0
Aleksandra Bulychyova,1,0
Maybee,1,3
Myolie Wu Hang-Yee,14,5.188071429
Lee Ju-Bin,5,6.2296
Calista Flockhart,1,7.7
Julia Wieniawa,6,5.266666667
Andrés Suárez,1,2
Bai Jingting,13,6.262692308
Tita Chayanit Chayjaroen,2,0
Tang Yan,24,5.425
Um Tae-Goo,7,7.395428571
Hiroshi Watanabe,1,6.1
Jana Geurts,1,0
Katrin Sass,2,7.5
Adriana Campos,1,8
柳川鱼,1,8.3
Zhang Lei,6,5.783333333
Yu Ji-In,3,3.233333333
Ye Su-Jeong,3,7.123666667
Alison Hammond,3,8.333333333
Elham Al-Fadhalah,2,3.5
Ni Xinyu,1,0
Nobuo Tobita,6,6.776666667
Lee Won-Jeong,4,6.3245
Haruka Shiraishi,20,7.4539
Alina Kukushkina,1,5.2
Deborah Findlay,1,7.3
Lau Kierkensgaard,1,7.5
Changjian Jiang,2,4
Danielle Proulx,2,8.05
Horváth Tamás,1,4
Xuan Chen,1,0
Maria João Luís,3,4.333333333
Shin Dong-Wook,3,6.4
Donny Pangilinan,2,3.65
Matt Layzell,1,7.5
Park Eun-Bin,13,6.05
Joyce Feng,4,6.9555
Pete Capella,1,8.5
Tessa Peake-Jones,1,7.3
Park Hae-Soo,5,7.3018
Maggie Q,11,6.165181818
Steve Brulé,1,10
Adelaide Clemens,7,6.082571429
Kadir Çermik,2,6.1
Valerio Lundini,1,8.452
Steve Harris,3,6.268333333
Tina Hassel,1,0
Howard Charles,2,6.746
Jerry Yan,9,5.522222222
Gianni Paolo,2,9.15
Mariana Monteiro,5,1.6
Sera Kutlubey,3,6.366666667
Jung Eun-Ji,6,7.329833333
Seo In-Guk,12,6.636916667
Moses Chan Ho,20,5.165
Ke Lan,6,6.161166667
Rain Janjua,2,2.25
Anna Slyu,3,8.766666667
Wang Zijian,3,7
Zhenxiu Su,1,0
Choi Ye-Na,2,6.1725
Lee So-Yeon,10,5.28
He Chengming,1,0
Paula Newsome,1,7.8
Tonton Gutierrez,3,5.066666667
Morten Vang Simonsen,1,7.5
Joey King,21,6.467
Angellie Nicholle Sanoy,1,0
Veerinsara Tangkitsuvanich,3,8.440333333
Antonina Komissarova,1,0
Mu Lei,2,2.4
J. Alphonse Nicholson,1,7.7
Kim Jeong-Hyeon,3,1
Jay Wilkison,1,7
Wang Youjun,6,6.9
Claire Nebout,1,6
Tiffany Hsu Wei-Ning,5,7.0498
Odessa A'zion,5,5.4578
Derek Ramsay,4,3.75
Heba Nour,1,0
Dave Marrs,1,5.7
Courtney Henggeler,1,8.2
Geoffrey Zakarian,1,3.9
Amanda Kloots,2,4.7
Kim Tae-Hee,5,6.75
Marian Valev,2,7.4
Lee Young-Yoo,1,4
Juanes,1,6.4
Hayley Erin,1,6.1
Oluniké Adeliyi,1,6.8
Rebecca Zhu,6,5.25
Arthur Toupet,1,0
Patricia Tanchanok Good,1,1
Farah Anany,1,5
Kia Pegg,1,7.5
Canan Ergüder,3,7.266666667
Sara Bareilles,1,6.1
Jay Duplass,6,5.201
Samridh Bawa,1,4.5
Lisardo Guarinos,2,7.65
Wheein,1,0
Towa Araki,1,0
Ding Liuyuan,3,2.666666667
Antonia Ionescu Micu,1,6
Alishba Yousuf,1,0
Tatsuomi Hamada,7,7.290142857
Zhu Yuchen,7,3.657142857
Haidy Karam,3,5.266666667
Lexi Gonzales,2,7.1665
Yuko Tanaka,3,7.9
Wu Jian,4,2
Özgür Özberk,1,7.51
Maninder Singh,1,6
Hoda Hany,1,7.5
John Aiken,1,8
Adam Lambert,3,5.566666667
Kim Woo-Bin,10,7.2
Sam Vincent,10,6.733
Jin Qiaoqiao,4,4.8
Zhang Yishan,13,3.330769231
Liang Chao,2,8
Neal Huff,4,6.0445
Yui Ninomiya,2,8.277
Masahiro Koumoto,2,3.625
Dalal Abdelaziz,6,4.433333333
Ali Hassanein,1,0
Staf Coppens,2,3.5
Yang Hye-Ji,5,7.1208
Park Soo-Jin,3,6.6
Li Jiahang,9,4.988888889
Zhu Yawen,17,5.900882353
Luo Yunxi,11,6.482181818
Yoshira Escárrega,2,7.1
Na Jiawei,1,9
Gísli Örn Garðarsson,3,6.115
Qiuxiang Shen,3,5.6
Gildor Roy,3,6.033333333
Zhang Guoli,8,3.608875
Yuan Wenkang,18,4.933333333
Antonio Catania,5,6.2638
Choi Tae-Sung,2,0
Adam Pally,11,5.965636364
Burak Sevinç,3,8.4
Andrea Torres,8,0
Uhm Tae-Woong,6,6.017333333
Sunwoo Jae-Duk,5,5.0866
Diana Zermeño,2,7.176
Kim Yun,1,7.9
Jan,1,7.9
Sarah Lopez,2,0
Svetlana Bryukhanova,1,9.1
Ashley Madekwe,4,6.79675
Liron Vaisman,2,8.15
Yin Fang,5,8.18
Chen Haoyu,4,6.075
Kim Ji-Soo,9,7.034777778
Ding Zeren,1,6.5
Ma Jinghan,2,0
Shiho Nakakuma,1,0
Tapan Bhatt,1,0
Liu Weiwei,5,0
Emad Rashad,1,7
Fang Zhiyi,1,6.6
Yuval Semo,2,3.1
Xyriel Manabat,5,1.6
Alexa Swinton,1,6.9
Karla Constant,3,7.3
Simon Mehlich,1,0
Yasser Marta,2,0
John Gemberling,1,6.5
Trina,1,8.5
Jumana Karim,1,0
Atheer Kashkool,1,0
Donald Glover,6,6.702
Mohamed Osama,2,7.5
Katsuyuki Konishi,31,6.355129032
David Lyons,3,6.94
Aslıhan Malbora,1,7.9
Ahron Villena,1,0
Natasha Little,2,7.281
Xie Ning,1,10
Rocío Banquells,1,7.5
Kiki Sukezane,3,6.678
Justin Hartley,6,6.9685
Karl-Line Heller,1,7
Nina Saurugg,1,0
Taylor Abrahamse,1,7.2
Seo Sung Gwang,1,5.5
Primrata Dej-Udom,2,8
Haruka Fukuhara,10,7.2684
Celia Weston,4,6.925
Lee Jung-Shin,2,6.65
Anand Desai-Barochia,1,7.518
Izuka Hoyle,3,7.372666667
Tate Donovan,4,6.66975
Kirk Medas,1,7.6
Felicity Ward,1,5.333
Steen Raskopoulos,1,5.333
Xandi Olivier,1,7.4
Jonatan Medart,2,0
Allisyn Snyder,2,5.5
John Clarence Stewart,2,7.05
Wen Zhengrong,3,4.333333333
Rasri Balenciaga,3,6.233333333
Stephanie Cayo,8,6.643125
Alosian Vivancos,1,8.413
Shawn Wei,12,5.066666667
Laura Kuenssberg,2,5.1
Rohit Chaudhary,1,0
Yu Zhen,14,2.235714286
Chris Riedell,1,7
Laura Brisset,1,0
Reem Shaikh,6,3.2
Retta,6,6.5275
Vanessa Emme,1,6.4
Ken'ichi Endô,11,6.781818182
Tamar Braxton,1,7.4
صفاء سلطان,2,1
Jo Han-Sun,4,5.525
Anno Kaspar Friedrich Von Heimburg,1,0
Natsumi Murakami,3,6.963666667
Robert Lee,1,0
Yui Makino,5,5.7634
Sachi Kokuryu,3,5.166666667
Noé Hernández,5,6.7568
Ash Armand,1,5.9
João Catarré,4,4.5
Jiang Jinfu,6,4.966666667
Lidia San José,1,6.9
Eula Caballero,1,0
Kohei Otomo,1,6
Mike Tan,7,0.7571428571
Ahn Se-Ha,1,8.164
Joanna Garcia Swisher,5,6.9
Alicia Banit,2,7.25
Feng Mingchao,1,6
You Jingru,4,4.725
Zhang Yangzhizi,1,0
Karen Damen,1,10
Amy Austria,2,4.75
Ece Çeşmioğlu,1,7.7
Edward Norton,10,6.9641
Emi Nitta,2,7.5
Rhydian Vaughan,6,4.566666667
Pancho Magno,5,1.7
Hu Wei,1,0
Baek Soo-Hee,1,5
Neta Riskin,3,7.266666667
Michella Kox,1,6
Tablo,1,6
Maya Booth,2,0
Raymond Van De Klundert,1,10
Eisaya Hosuwan,3,2.630666667
Anthony Melchiorri,1,7.6
Huang Zitao,10,5.5662
Ishai Golan,1,7.1
Kim Seul-Ki,5,7.4656
Nurseli İdiz,1,6
Mathias Muchus,1,2
Licia Maglietta,1,7.8
Patrice Godin,3,4.489666667
Martin Del Rosario,6,0
Masoud Rayegan,2,5.2
Alaa Qassem,1,6
Jonathan Pryce,13,6.425923077
Patchai Pakdesusuk,1,7.5
Isabella Santoni,1,7.3
Iinuma Ai,1,0
Giannis Poimenidis,2,2
Nattanon Tongsaeng,1,8.5
Khaled Mansour,1,4
Manuel Ojeda,2,7.1
Denise Van Outen,1,4
Devrim Özkan,3,7.533333333
Glydel Mercado,7,0.5714285714
Sam Lavagnino,1,7.6
Ahmed Faheem,2,3
Mengxi Chen,1,0
Korn Kong,2,3
Mustafa Shakir,4,6.15
Mela Lee,1,6
Naseeruddin Shah,3,6.7
Giorgi Chumburidze,1,9.5
Deniz Can Aktaş,3,7.4
Chantal Baril,1,0
Nisa Sofiya Aksongur,3,6
Yaşar Üzer,1,1
Olive Petrucci,1,6.9
Shuka Saito,2,6.65
Kim Do-Wan,3,7.563666667
Justin Hires,2,6.244
Ivan Bychkov,1,6.7
Bérengère Krief,3,6.731
Franco Masini,5,6.78
Akina Hong Wah,1,0
Raquel Sánchez Silva,2,3.95
Zhang Yujian,10,5.92
Zhang Haosen,1,7.6
Fred Savage,3,7.175333333
Aleksandra Mareeva,1,6.2
Um Sang-Hyun,3,6
Angus Sampson,8,6.465625
Ari Graynor,8,6.163625
Annie Murphy,3,7.266666667
Kwon Oh-Joong,4,2.45
Theodora Tzimou,1,0
Yvonne Orji,5,7.0584
Li Sheng,7,3.857142857
María Villalón,1,5.1
Altan Erkekli,4,6.65
Miyazawa Emma,2,7.3
Tiffany Lau,2,7.95
Moon Lau,5,7.04
Daniel Gawlowski,1,7
Yasmien Kurdi,7,0
Shiri Maimon,1,6.5
Sonya Eddy,1,7.417
Anthony Boyle,6,7.2175
Eddie Steeples,3,5.633333333
Yume Nozaki,1,6.5
Kasuga Toshiaki,3,8.5
Trisanu Soranun,1,7.473
Danny Ahn,2,5.1
Mallory Jansen,3,5.633333333
Patricia Navidad,3,4.565333333
Rosa Diletta Rossi,1,7.2
Paco Roncero,1,5.8
Matteo Martari,3,6.949333333
Romano Orzari,1,0
Zhenni Guo,5,2.96
Baenjjeu,1,7
Toru Tezuka,1,7.6
Hannah Midgley,1,6.333
Viktor Hevko,1,6.8
Zhang Yichi,2,7.25
Juliet Donenfeld,4,6.875
Alex Shu-Yuan Ko,2,0
Randall Park,12,5.618416667
Roi Vinzon,3,3.166666667
Leyla Tanlar,2,8.6
Jamie Hector,2,7.75
Jeong Dong-Hwan,6,5.411166667
Raymond Lee,1,7.172
Luana Piovani,1,6.6
Sujira Arunpipat,1,0
Liu Xiaohai,2,4
Kang Young-Suk,1,8.045
Carolina Iglesias,1,5.5
Ko Sung-Hee,4,7.575
Gerry Blyenberg,1,6.2
Peter Brajerčík,1,7
Chae Jong-Hyeop,5,7.4814
Ted Dykstra,1,7
Ivan Mulin,1,7.7
Vladimir Zaytsev,2,7.65
Hiroshi Yanaka,3,7.3
Anna Mikhalkova,4,7.725
Dawn Zulueta,5,3.84
Janin Ullmann,1,0
Mark Quartley,1,6.5
Alessandro Cattelan,2,8.1
Andres Cotrino,1,6
Tuana Naz Tiryaki,3,8.766666667
Krystal Reyes,4,0
Lucas Van Den Eynde,1,7.9
John Taylor,2,4.25
Kim Hee-Seon,8,6.905625
Gérémy Crédeville,1,0
Selva Alemán,1,4.2
Yuki Saito,2,3.35
Honey Boo Boo,2,5.766
Joseph Gilgun,4,7.43275
Michelle Keegan,2,7.8525
Ryu Saito,1,8.1
Puck De Vette,1,0
Yoon Soy,5,4.74
David Holt,3,5.3
Catherine Benmaor,1,6.6
S.Coups,4,2.425
Marc Bélanger,2,5.35
Meerqeen,2,2.9
Kristine Hermosa,3,0
Michael Symon,2,2.75
Angelina Strechina,2,7.3
Antonia Desplat,2,7.2
Wei Xiang,3,2.351666667
Shannon Aikau,1,6.5
Mark Wright,1,0
Tiffany Cashette,1,6.9
Chuck Zukowski,1,5.1
Pu Tao,2,7.7
Gao Xin,5,6.7
Lie Yixuan,1,8
Hatik,3,3.679333333
Tatyana Khramova,1,8
Xu Xiao,2,8.25
Eva Van De Wijdeven,2,6.95
Francisco Melo,7,3.657142857
Niina Lahtinen,2,4.15
Juan Manuel Restrepo,4,7.79925
Jacqueline Andere,2,3.85
Fathy Abdel Wahab,8,5.0875
Evelyn Castro,2,6.45
Hikaru Tono,7,6.271857143
Wang Lei,13,3.769230769
Janeane Garofalo,4,6.61675
Alessandro Juliani,6,7.203333333
Lauren Clair,1,4
Nanami Fujimoto,1,7.2
Can Yaman,7,5.5
Tae Won-Seok,2,6.65
Charlie Gustafsson,4,6.13325
Matt Lauria,6,7.090666667
Pyotr Barancheev,1,6
Nancy Wu Ting-Yan,13,5.553846154
Tonita Castro,1,5.4
Özcan Tekdemir,1,8.3
Wang Jingchun,6,7.412833333
Han Yuqin,5,6.38
Alfredo Adame,2,6.8
Utku Corbaci,1,7.1
Byron Ortile,1,0
Ju Ji-Hoon,19,7.349947368
Jeff Satur,2,4.2545
Sheena Bajaj,2,3.65
Jacob Lofland,6,6.631666667
Ayaka Ohashi,17,5.958235294
Emilia Jones,6,6.829333333
Ebru Özkan,4,5.26925
Michael Levinson,1,5
Baby Zhang,6,5.366666667
Zack Giffin,1,6.667
Ziling Ding,1,0
Gule Ahmed,1,8.5
Liu Shishi,16,5.94375
Aki Toyosaki,34,6.686029412
Federica Sabatini,1,7.4
Kim Sung-Ryung,15,7.024866667
Nicholas Logan,2,6.9945
Leo Sjöman,1,6
Vaness Del Moral,3,1.833333333
Natasha Leggero,5,7.14
Jung Sun Hye,1,6.7
Anastasiya Lyutova,1,7
Yu Jun-Sang,11,7.024090909
Alexandre Brasseur,1,6.2
Ayame Goriki,4,6.66675
Xie Binbin,3,7.766666667
Qiao Renliang,7,2.928571429
Zhou Yiwei,13,6.354153846
Rafael Vitti,3,6.833333333
Geoff Keighley,1,5
Elena Funari,1,8.1
Kim Ji-Woo,1,0
Taylor Lautner,8,6.315125
Lee Chun-Soo,2,6
Mimi Lo,1,1
Şafak Sezer,3,3.366666667
邓红,5,8.7266
Uğur Çavuşoğlu,2,4.75
Jorge Goston,1,9
Renée Nyberg,3,2.666666667
İbrahim Çelikkol,9,7.061888889
Saksit Tangthong,2,8
Ben Fogle,1,7.7
He Xuanlin,3,8.466666667
Raychell,1,6.4
Mai Kassab,2,5
Dave Carraro,1,6.7
Spike Feresten,1,0
Adam Curtis,2,7.868
Tim Hassan,4,3.6
Firas Ibrahim,2,0
Aviis Zhong,3,4.866666667
David Asavanond,4,6.75
Hong Yao,4,7.425
Nicoline Hummel,1,0
Yongsheng Liu,1,0
Drew Pinsky,1,5
Riya Sharma,2,3.45
Robert Christlieb,1,7.2
Alyssa Stonoha,1,6.4
Muskan Agarwal,2,2.15
Misaki Kuno,14,7.571428571
Garima Parihar,1,7
Hasse Andersson,1,5
Liu Xiaoyu,4,4.275
Chen He,11,5.027272727
Zhang Zixuan,2,0
Tamara Mazarrasa,1,6.7
Marc Sway,1,8
Hanna Hefner,1,8.7
Yuji Mitsuya,1,8
Qi Jiuzhou,1,0
Yuuki Takada,7,7.492
Lucía Méndez,2,3.6
David Ajala,5,7.0788
Gizem Karaca,4,6.15
Enchong Dee,6,3.772166667
Roberto Vander,2,3.95
Margot Robbie,22,6.747272727
Isa Hoes,1,5.6
Estevam Nabote,2,7.25
Vachirawich Aranthanawong,1,10
Xing Jiadong,2,4.75
Gregório Duvivier,3,7.233333333
Daniel Roesner,1,0
Ivonne Coll,1,7.9
Na Hye-Mi,1,6
Egbert Jan Weeber,4,6.375
Flor Núñez,1,2
Mak Cheung-Ching,5,4.8
Xiao Yu,2,3.7
Zhai Junjie,1,0
Marta Żmuda-Trzebiatowska,4,6.275
Ikue Otani,19,6.388
Jiang Yi,6,1.566666667
Diana Tsoy,2,6.55
Midie Corcoran,1,6.828
Jing Chao,14,5.8
Raphael Landicho,2,3.6
Kevin Chacon,1,8
Sayuri Yahagi,14,6.733142857
Darya Moroz,3,7.466666667
Gao Yalin,6,0
Pierre Bokma,4,5.5
Helen King,2,3.45
Tempestt Bledsoe,1,5.6
Paritosh Sand,1,7.5
Kyle Echarri,3,6.233333333
Aram Jafari,1,1
高峰,1,9
Zhang Shuangli,2,6.15
Lương Thanh,1,7.5
Ramida Jiranorraphat,2,3.7
Bryan Leung Kar-Yan,2,0
Imran Ashraf,3,5.666666667
Tetsuto Furuwaka,2,6.85
Jane Stork,1,7.7
Tarso Brant,1,10
Saurav Chakraborty,1,5.8
Salma Abu Deif,2,8.3
Benjamín Alfonso,1,0
Moatasem Al-Nahar,3,2.666666667
Holland Roden,5,7.0746
Milka Loff Fernandes,1,3.5
Laura De León,1,7.314
Yoo In-Soo,3,8.474
Mia Mi,1,3.5
Sun Yizhou,11,3.736363636
Mikhail Kasapov,1,6.667
Heo Sung-Tae,6,5.981
Nikita Dutta,3,1.9
Bobonete Mihai,1,8.1
Frank Dillane,2,6.9605
Max Mok Siu-Chung,1,0
Tamara Lawrance,2,7.005
Dagoberto Gama,4,7.425
Vũ Tấn,1,9.5
Zhang Xin,4,7.375
Chloe Xie,2,8.7
Daniel Moreshset,3,8.666666667
Eliza Taylor,2,7.1
Soma Pysall,1,0
Jeannie Hsieh,1,8
Ali Akbar Sepahi,1,6.7
Bosco Ho,1,0
Katherine Barrell,3,6.826666667
Qu Ying,2,6.8
Toby Lee,4,5.55
Vicky Liang,3,4.822333333
Momoka Ishii,1,6.6
Emma Wu,3,4.666666667
Jin,13,7.657923077
Ju Jin-Mo,10,6.5948
Roh Jeong-Eui,6,7.768333333
William Levy,7,7.449857143
Natsumi Takamori,9,7.958444444
Julie Asselin,1,0
Jody Abrahams,1,3
Momoka Terasawa,2,7.7015
Misato Matsuoka,5,6.46
Iani Bédard,3,2.1
Tyler Dichiara,1,7.102
Johannes Holopainen,4,5.425
Cheng Xiao,5,7.38
Thomas Hwan,1,6.7
Jan Köppen,1,6
Choi Jung-Yoon,4,3.55
Christian Ulmen,1,7.9
Park Ji-Min,2,5.1
Jayma Mays,7,6.128571429
Ahmad Wafiq,3,5
Yutong Zhao,1,9
Shoaib Ali,1,0
Dima Al-Joundi,1,0
Molly Brown,1,8.388
Richard Coyle,5,6.0054
Sacha Dhawan,3,6.993
Peter Schmeichel,1,6.3
Dalila Bela,2,5.55
Jordi Martínez,1,10
David Faustino,1,8.2
Ellen Wong,5,6.5752
Gwyneth Paltrow,6,5.202
Jeff Branson,4,5.925
Maggie Grace,15,6.112933333
Nick Palatas,1,6.154
Carey Perloff,1,6
Chris Riggi,1,4.3
Karley Scott Collins,1,5.6
Ned Beatty,3,6.055666667
Jean-Pierre Martins,4,6.07125
Nick Damici,5,6.0312
Ginnifer Goodwin,7,5.809
Li Bingbing,7,5.921571429
Donald Sumpter,1,5.8
Melissa Leo,18,6.418333333
Johannes Björk,1,7.258
Vanessa Gray,1,4.4
Clark Freeman,1,4.7
Juliet Aubrey,6,6.169
Ilpo Mikkonen,1,5.5
Sergey Makovetskiy,4,6.83475
Sara Forestier,4,6.6515
Robert Miano,3,5.5
Michael Bailey Smith,1,4.4
Shu Qi,12,6.11475
Caro Lenssen,1,5
Christine Nguyen,7,5.059
Nicole Eggert,1,5.4
Dennis Cooper,1,5.2
Kristen Hager,5,6.2256
Ville Virtanen,6,6.0595
Randhir Kapoor,1,5.2
Stéphane Rousseau,3,4.033333333
Elsa Pataky,4,4.864
Rolonda Watts,4,5.8105
Alex Greenblatt,1,6.6
Geezer Butler,1,7
Nattapong Chatpong,2,7.2105
Claudia Christian,2,6.05
Rob Wiethoff,1,6.4
Georgia Goodrick,1,4.8
Nick Krause,1,6.8
Michael Parks,4,5.888
Chris Lee Yuchun,5,5.5
Brooke Hogan,2,3.9875
Janet Kidder,3,6.266666667
Scott Speedman,15,6.058
Ray Wise,14,5.571928571
Anna Falchi,1,2.804
Robert Davi,6,4.902333333
Aris Servetalis,2,6.35
Joanna Brito Vitelli,1,8
Hélène Zimmer,1,6.3
Johnny Whitworth,1,5.008
Shailene Woodley,19,6.698
Leandro Facchini,1,6.9
Julia Ormond,10,6.3763
Zoë Bell,4,5.6
Nathalie Kelley,2,6.295
Valentino Picone,2,5.91
Faye Smythe,1,5.9
Rutger Hauer,11,5.517727273
Sriman,1,5.5
Kunaal Roy Kapur,2,7.15
Brooke Shields,10,6.3226
Michael Jibson,1,5.17
Yutaka Takenouchi,5,6.8906
Arthur Darvill,2,7.55
Costa-Gavras,1,7.8
Neil Bhoopalam,1,6.8
Sinead Matthews,1,5.3
Jason Loughlin,1,6.1
Whitney Cummings,4,5.58125
Carole Brana,3,5.233333333
Rachel Hayward,2,5.873
Michelle Ryan,4,5.2515
Rza,7,6.032428571
Edward Burns,3,6.171
Anna-Louise Plowman,1,6.2
Lachlan Nieboer,2,6.75
Kim Sang-Kyung,6,6.883333333
Jack Gordon,2,5.385
Darren Shahlavi,5,5.2238
Tolga Çevik,1,4.757
Florian David Fitz,8,6.668
Sara Chase,1,6
Maciej Stuhr,4,6.34125
Michael Polley,1,7.1
Paresh Rawal,7,6.532142857
Jamie Kennedy,6,5.183333333
Celine Filion,1,2.4
Julia Gschnitzer,1,6.5
Mike Gassaway,1,4.5
Greyston Holt,3,5.99
Tonia Sotiropoulou,1,6.1
Samuel West,3,6.780333333
Slavoj Žižek,1,7.3
Marina Abramović,2,7.4395
Miguel Ferrer,2,5.45
Laura Caro,1,5.5
Simone Barbato,1,5.3
Frida Hallgren,1,6
Drake Burnette,1,4.935
Robin Sydney,2,5.1275
Juliane Köhler,3,6.133333333
Lívia De Bueno,1,6.3
Mike Birbiglia,3,6.366666667
Kevin Richardson,1,6.973
Alexis Dziena,1,6.3
Brooke Thompson,1,5
Víctor Sosa,1,6.7
Diana Vreeland,1,7.2
Ola Schur Selektar,1,6.9
Lamaiporn Hougaard,1,6.9
María Mercedes,1,7
Bruno Lochet,3,5.508
J.K. Rowling,2,7.5
Byun Jun-Suk,1,6.9
Daniel Radcliffe,22,6.698454545
John Deluca,3,6.463333333
Daisuke Sakaguchi,11,7.709090909
Michael Esper,3,6.266666667
A. Murat Özgen,1,6.1
Giorgi Nakashidze,1,7.679
Susanna Cornacchia,1,5.574
David Boreanaz,3,6.189333333
Nanako Matsushima,5,7.56
Kerry Bishé,7,6.208857143
Julia Maxwell,2,5.65
Melissa Jacobs,1,4.9
Princess Donna,1,5.2
Shirley Jones,2,5.1
Santi Ugalde,1,6
Nathan Simony,2,6.3
Eisi Gulp,4,7
Andrea Pisani,3,5.238666667
Seth Adkins,1,5.9
Patrick Riester,1,6.048
Zack Snyder,1,6.9
Ian Mckellen,10,6.8998
Tom Hiddleston,17,6.455941176
On Ju-Wan,6,5.983333333
Kip Thorne,1,6.7
Daniel Huttlestone,1,5.8
Rachael Blake,2,5.25
Greg Wise,2,6.05
Alison Pill,11,6.702272727
